l,m,Clm,Slm,sigmaClm,sigmaSlm
34,25,8.476052286421581e-09,-1.01726853893655e-08,6.652194751e-12,6.651993028e-12
34,26,3.6133181659258104e-09,-1.31041631726005e-08,6.422825651e-12,6.42375201e-12
34,27,1.27037312380731e-08,-3.972406809606381e-09,7.819155555e-12,7.820141882e-12
34,28,-6.53743152596507e-10,-1.99614315137259e-08,7.539742117e-12,7.536975627e-12
34,29,6.665823677505131e-09,-4.2524872564844e-09,8.510267621e-12,8.516621244e-12
34,30,-2.07385670558337e-08,-9.21931852544154e-10,1.009321236e-11,1.008760411e-11
34,31,-4.775992452539971e-09,-1.97600328317044e-09,8.745864549e-12,8.754922677e-12
34,32,8.93414678990064e-09,1.8165501775620802e-09,1.292383901e-11,1.290726395e-11
34,33,1.40160153720771e-08,4.2973867396397105e-09,1.588176099e-11,1.588463692e-11
34,34,-8.76234378830714e-09,1.6298304729840902e-09,1.250440784e-11,1.251133988e-11
35,0,7.76653296764055e-09,0.0,5.347320287e-13,0.0
35,1,-1.25448951065322e-08,-1.00817535778466e-08,5.098263685e-13,5.609191245e-13
35,2,-1.50735798722577e-08,7.116674829242021e-09,5.594336325e-13,5.206613323e-13
35,3,1.5502185486246102e-09,2.28933390495291e-09,5.512652449e-13,5.497097614e-13
35,4,-2.5508115379495603e-09,1.07168589463147e-08,5.904271914e-13,5.790481937e-13
35,5,-7.969091870122631e-09,-1.11200833719665e-08,6.236209234e-13,6.260467472e-13
35,6,6.2094930831164905e-09,9.37957325059208e-09,7.178607852e-13,7.119894708e-13
35,7,-3.20551622301372e-09,2.3403610716041e-09,8.384448096e-13,8.405074878e-13
35,8,1.5029571339501201e-09,9.65771416185725e-09,9.854610683e-13,9.821674429e-13
35,9,-1.40413084913702e-09,-2.22621428098481e-10,1.206403407e-12,1.205461489e-12
35,10,-2.2879315552614002e-09,1.08018043039667e-08,1.379270044e-12,1.379323803e-12
35,11,2.19362203170093e-09,-3.38307862056603e-09,1.68170215e-12,1.681477267e-12
35,12,8.94139650554474e-09,-7.201094271317121e-09,1.847060233e-12,1.846854729e-12
35,13,-1.95227824664474e-09,4.06770753574101e-09,2.196132365e-12,2.195976758e-12
35,14,-6.438360778551031e-09,-6.5862871302129405e-09,2.337332399e-12,2.338063838e-12
35,15,-1.42077281098646e-08,8.68503708651766e-09,2.841128841e-12,2.841666472e-12
35,16,-5.95286321813507e-09,-7.404067095993031e-09,2.844654406e-12,2.844301934e-12
35,17,1.1257329608455301e-09,-9.6750295323448e-09,3.277437189e-12,3.275432875e-12
35,18,-5.22022177194879e-09,-1.09793676971516e-08,3.385829642e-12,3.385832993e-12
35,19,-1.2817451634442502e-09,-3.48790873061641e-09,3.877136193e-12,3.880566748e-12
35,20,1.1313404883877802e-09,-4.5706084897136e-10,4.058265975e-12,4.059557152e-12
35,21,1.26539916058265e-08,-4.86591869116563e-10,4.590901453e-12,4.589955213e-12
35,22,6.508564905865901e-09,5.9457237070573705e-09,4.904984511e-12,4.905665075e-12
35,23,-8.49541913581113e-09,-2.43182840318695e-09,5.389085847e-12,5.386556512e-12
35,24,2.7920700512978702e-09,5.31073045342121e-09,5.948716083e-12,5.947204032e-12
35,25,7.28206462768843e-09,1.7443530823822501e-09,6.162778704e-12,6.162129807e-12
35,26,-4.4197526070457505e-09,4.43330382220519e-09,7.14066226e-12,7.140428579e-12
35,27,1.10716792098915e-08,-1.34035803587204e-08,6.892472524e-12,6.893792984e-12
35,28,7.440321671322261e-09,-1.51475320382188e-08,8.308424503e-12,8.303872408e-12
35,29,7.48411339478193e-09,3.1614633332671e-09,8.074779311e-12,8.074179989e-12
35,30,-4.42908861043607e-09,2.88246056484833e-09,9.019115579e-12,9.016675869e-12
35,31,7.858779042869461e-09,3.6131261844889403e-09,1.075037343e-11,1.075729692e-11
35,32,-3.4590733048768103e-09,-8.303670889981511e-09,9.249922787e-12,9.236272578e-12
35,33,5.633900069326271e-09,-3.18615686049403e-09,1.367733222e-11,1.369631883e-11
35,34,-7.852551546175211e-10,2.79963521086764e-09,1.685293124e-11,1.685173463e-11
35,35,-5.977761927131191e-09,-5.044970579961241e-09,1.332609522e-11,1.331122202e-11
36,0,-3.65481149552786e-09,0.0,5.515101877e-13,0.0
36,1,4.7957781893894196e-11,6.4126949112000805e-09,5.257842593e-13,5.783936027e-13
36,2,-3.74899859019606e-09,-2.8755928405807e-09,5.765797876e-13,5.367256618e-13
36,3,-2.1217695017662002e-09,-1.80368187868687e-08,5.675462107e-13,5.659970966e-13
36,4,4.93100618359858e-09,5.13876639231176e-10,6.05455125e-13,5.93688998e-13
36,5,-8.61776389280432e-09,-2.47984121746732e-10,6.371457601e-13,6.396021217e-13
36,6,1.07330994838425e-08,-3.0838354069075704e-09,7.278625627e-13,7.218214455e-13
36,7,4.195453735207141e-09,6.768578231144091e-09,8.454024145e-13,8.475119933e-13
36,8,6.23226465807621e-09,-4.55412005222456e-09,9.915887509e-13,9.881620223e-13
36,9,1.6128321209027302e-09,-1.03226456851811e-09,1.204400272e-12,1.203501373e-12
36,10,2.13461187241347e-09,6.39986673682381e-09,1.390446999e-12,1.390591053e-12
36,11,-3.8538485247200004e-09,4.02013324054526e-09,1.669625626e-12,1.669556266e-12
36,12,2.16401547312407e-10,-1.0571019089816e-08,1.873230536e-12,1.873274507e-12
36,13,-7.7953763681742e-09,6.97447619896014e-09,2.18005131e-12,2.17960883e-12
36,14,-1.17098498474814e-08,-5.2807076342756305e-09,2.389135258e-12,2.389752156e-12
36,15,1.8958908621507e-09,4.0224619472368904e-09,2.759547967e-12,2.760109232e-12
36,16,2.0405130017872004e-09,4.3957485688326e-10,2.92914104e-12,2.928336683e-12
36,17,5.4299689143284404e-09,-8.78398133277499e-09,3.232134602e-12,3.230101059e-12
36,18,2.0362590537499504e-09,4.7137331160299804e-09,3.498866203e-12,3.499242234e-12
36,19,-5.888105080825161e-09,-6.372707848679291e-09,3.791240197e-12,3.794785559e-12
36,20,-6.10952984989384e-09,2.3931721691888103e-09,4.194932383e-12,4.196477363e-12
36,21,1.10837522222959e-08,-6.206741368121381e-09,4.466464485e-12,4.465685894e-12
36,22,3.1739127627494604e-09,1.1609955077098701e-09,4.998244804e-12,4.999121444e-12
36,23,8.36129937706898e-11,2.74382536853023e-09,5.339244555e-12,5.335754304e-12
36,24,1.4525314260253801e-09,-4.654613212279801e-09,5.85904463e-12,5.858336048e-12
36,25,4.848678296414251e-09,1.61778803392775e-08,6.435020622e-12,6.43401406e-12
36,26,4.0609000018560505e-09,9.866526464311671e-09,6.632766986e-12,6.632663454e-12
36,27,-7.625295525339841e-09,9.02507386633062e-09,7.703809653e-12,7.70482811e-12
36,28,2.0931975201387102e-09,-4.134442613468661e-09,7.325115972e-12,7.321835515e-12
36,29,1.4712435173683401e-09,-1.37986094299544e-10,8.956555402e-12,8.954893275e-12
36,30,-1.02306411065544e-08,6.566829640384471e-09,8.590849056e-12,8.585273731e-12
36,31,-8.71462742163798e-09,-5.33548303557792e-09,9.661316196e-12,9.672448554e-12
36,32,1.30281042412349e-08,2.15786615476597e-09,1.14336267e-11,1.14321941e-11
36,33,3.36845569973167e-09,-3.876009169032871e-09,9.779321458e-12,9.786789114e-12
36,34,-8.96339127989513e-09,4.131031255915211e-09,1.455655833e-11,1.455482658e-11
36,35,1.85192288697959e-10,-1.2610098630824e-08,1.788232923e-11,1.787510802e-11
36,36,4.96992994214637e-09,-5.808435479462711e-09,1.404613148e-11,1.404412497e-11
37,0,-5.7083433259412e-09,0.0,5.698079291e-13,0.0
37,1,-6.958257605550581e-09,-1.2905950373146e-09,5.432785717e-13,5.974598431e-13
37,2,-2.1666845012021904e-09,-1.16290036188133e-08,5.953043503e-13,5.54278831e-13
37,3,-5.814472772395751e-09,-7.90295688054555e-11,5.854256026e-13,5.838806457e-13
37,4,5.1860900900571805e-09,2.18318710529144e-09,6.224110404e-13,6.102204586e-13
37,5,-9.301084998429691e-09,1.8194341984058901e-10,6.522625827e-13,6.547506816e-13
37,6,-1.4302384259572202e-09,8.67245947356303e-09,7.405787808e-13,7.343999483e-13
37,7,7.1037214606177904e-09,8.56693959634327e-09,8.560220195e-13,8.582098723e-13
37,8,-3.3279512517248604e-09,-3.6862079088944105e-09,9.966349102e-13,9.930612518e-13
37,9,3.91195350066355e-09,-1.75783325984558e-10,1.216790518e-12,1.215902639e-12
37,10,4.695583544314251e-09,2.11115511461944e-09,1.385822456e-12,1.385856875e-12
37,11,-1.5414401668114902e-09,4.10516880128748e-09,1.694854712e-12,1.694698753e-12
37,12,-1.59550874759699e-09,-5.02671007991447e-09,1.861513366e-12,1.861397956e-12
37,13,-1.0963031506792e-09,-7.06980928776628e-09,2.228048339e-12,2.227741354e-12
37,14,-4.0997483449715305e-09,-1.89003696235206e-10,2.371790105e-12,2.372593026e-12
37,15,9.46693968483101e-09,-8.59587895396488e-10,2.896108567e-12,2.896875385e-12
37,16,3.1827785942564603e-09,1.40838089855381e-08,2.897347256e-12,2.897110865e-12
37,17,5.78831205496889e-09,-3.3405683182261e-09,3.354740251e-12,3.35318424e-12
37,18,2.1930650668601704e-09,3.3180003863740002e-09,3.435049396e-12,3.435831723e-12
37,19,-6.52468077432709e-09,1.6498650649618802e-10,3.950457327e-12,3.953277849e-12
37,20,-7.130837637704181e-09,-1.4460764620528902e-09,4.071159622e-12,4.072871783e-12
37,21,1.2166042332902002e-09,-1.2970679138724501e-09,4.647142729e-12,4.646258304e-12
37,22,6.6508401475127306e-09,5.4878377977099e-10,4.844137167e-12,4.845115763e-12
37,23,-1.2071006050686002e-09,3.8614740978572204e-09,5.4698913e-12,5.466847552e-12
37,24,-8.765298569581811e-09,-9.41674397564932e-09,5.811788818e-12,5.810321696e-12
37,25,6.67875234776962e-09,-2.72866812608162e-09,6.348902223e-12,6.34754242e-12
37,26,5.152982459948121e-09,1.09527694041257e-08,6.96129999e-12,6.960356727e-12
37,27,-5.705576051361841e-09,4.87327170215894e-09,7.137775653e-12,7.139488128e-12
37,28,1.24064910013474e-08,4.04700060980543e-09,8.233506766e-12,8.229533532e-12
37,29,4.612888888825561e-09,6.163315836501901e-09,7.858333425e-12,7.859684562e-12
37,30,-8.562079364519811e-09,1.21735234410918e-08,9.517970909e-12,9.513466839e-12
37,31,3.3519849086192403e-09,-9.21558600628686e-09,9.190903386e-12,9.192904746e-12
37,32,-9.91407630646957e-11,4.28065449827757e-09,1.022084105e-11,1.021831439e-11
37,33,2.51746734538669e-09,-1.62255746194693e-08,1.219415691e-11,1.218959621e-11
37,34,2.32420420127358e-09,5.0818999062254e-10,1.041517016e-11,1.041359723e-11
37,35,-1.02202455602954e-08,-8.79512681235258e-09,1.545726124e-11,1.543511674e-11
37,36,-4.0424998063661305e-09,-4.38931553558921e-09,1.897674247e-11,1.898989762e-11
37,37,5.57181338392989e-09,-4.08500036725551e-09,1.488546074e-11,1.48897836e-11
38,0,-2.4286164439924903e-09,0.0,5.898573023e-13,0.0
38,1,5.09162550576671e-09,3.1436885274531504e-09,5.625468305e-13,6.185025513e-13
38,2,7.50300621456198e-09,-1.1896297268486201e-09,6.15840456e-13,5.736183088e-13
38,3,-1.3292996903392702e-09,-4.71340433329859e-10,6.052170668e-13,6.037033017e-13
38,4,6.246248380025801e-09,-4.5913343737692204e-09,6.411553288e-13,6.285376487e-13
38,5,-9.735559106534631e-09,9.26518934055798e-09,6.69708496e-13,6.722311369e-13
38,6,-1.26238210023395e-08,2.8834025098041604e-09,7.551919271e-13,7.487941525e-13
38,7,2.07028962147295e-09,-1.0829402302252001e-09,8.67806824e-13,8.700443128e-13
38,8,3.903905870364701e-09,6.161956742073161e-09,1.007979956e-12,1.004264463e-12
38,9,3.72885710074868e-09,-3.05486476005169e-09,1.220657122e-12,1.219790648e-12
38,10,-2.78595066255464e-09,-5.5695117724976205e-09,1.401982493e-12,1.402081217e-12
38,11,1.7542196345285402e-09,7.419977112079101e-09,1.690642223e-12,1.690650008e-12
38,12,-3.806723905706981e-09,-7.519491331291861e-09,1.891189402e-12,1.891304024e-12
38,13,2.47036445509648e-09,-1.14588417603284e-08,2.222493685e-12,2.221831563e-12
38,14,-7.778254294034891e-09,3.9654632416764205e-09,2.424929686e-12,2.425607304e-12
38,15,2.66923383334784e-09,-2.62882973811619e-09,2.829406013e-12,2.830121996e-12
38,16,-6.0501783478525e-09,1.00175513108739e-08,2.983663404e-12,2.982853464e-12
38,17,2.7807878098139504e-09,4.3218959945302e-09,3.337019503e-12,3.33526229e-12
38,18,9.08242603075006e-09,-1.62335966183321e-09,3.554113938e-12,3.555440873e-12
38,19,1.16430868343517e-09,-4.33695948553365e-12,3.897789788e-12,3.901105339e-12
38,20,4.63050739092781e-09,-2.7525857742592604e-09,4.23418475e-12,4.235572855e-12
38,21,-1.0301709742272901e-09,3.4581800805516803e-09,4.527547053e-12,4.526530572e-12
38,22,1.1824108845944902e-09,7.609313564858321e-09,5.034292489e-12,5.035688657e-12
38,23,-1.5393306373916802e-09,5.86970234742454e-09,5.308835109e-12,5.305086568e-12
38,24,-1.34424450469501e-08,1.64614716580275e-09,5.964201058e-12,5.962541048e-12
38,25,-3.6898237685918603e-09,-3.10654606073975e-09,6.30442812e-12,6.302730458e-12
38,26,-2.0685424694484203e-09,5.39915402784741e-09,6.895287748e-12,6.89515626e-12
38,27,-2.3358734212620903e-09,9.00227371184083e-09,7.5118237e-12,7.512924036e-12
38,28,-5.418217798116051e-09,-4.763717628977051e-09,7.661472548e-12,7.656501349e-12
38,29,6.1494150538535004e-09,2.7576722622355902e-09,8.895902438e-12,8.891453648e-12
38,30,-9.133955371207109e-11,2.01467835480043e-09,8.364088099e-12,8.362090571e-12
38,31,4.022687583569751e-09,-8.77778012290786e-09,1.026951705e-11,1.027480252e-11
38,32,7.93308881253332e-09,1.4589066918359202e-09,9.731064825e-12,9.7309274e-12
38,33,3.1333588770334602e-09,1.41683218673519e-08,1.093558885e-11,1.092791096e-11
38,34,-9.43758601978308e-09,3.52246175077952e-09,1.299328952e-11,1.299749919e-11
38,35,5.07029422369141e-09,2.3018257312080703e-09,1.101363422e-11,1.100961585e-11
38,36,8.78460927104132e-10,-1.23577136279251e-09,1.642026945e-11,1.644563732e-11
38,37,-3.825031553627211e-09,2.27919249191987e-09,2.012478188e-11,2.010988453e-11
38,38,2.8105118728502203e-09,-2.8270886708378803e-09,1.576439678e-11,1.578045834e-11
39,0,1.29462903394099e-09,0.0,6.117684999e-13,0.0
39,1,-4.430469982535741e-09,8.31133626891754e-09,5.83194626e-13,6.409967862e-13
39,2,3.0649757377641705e-09,7.07449932751673e-09,6.383007859e-13,5.947311171e-13
39,3,-4.89896250320016e-09,6.06304282183222e-09,6.264592736e-13,6.249940283e-13
39,4,-4.340543077972081e-09,-4.702326306812551e-09,6.620925702e-13,6.490134893e-13
39,5,4.6353501533211e-09,2.4253263087818403e-09,6.887326336e-13,6.913137762e-13
39,6,-2.6941524645180304e-09,2.45622189685475e-09,7.724100144e-13,7.658332792e-13
39,7,2.3689555628515e-09,-1.1000199471816001e-09,8.831131309e-13,8.854222495e-13
39,8,2.77686231941358e-10,1.2606923525163e-08,1.018559992e-12,1.01469299e-12
39,9,7.282667588515721e-09,5.272047617753811e-09,1.237931739e-12,1.237016519e-12
39,10,2.6485568198654e-09,6.75612106764161e-10,1.404153891e-12,1.404136265e-12
39,11,1.25375864381198e-08,-2.25695320440295e-09,1.720012119e-12,1.719931387e-12
39,12,-3.4038535815283703e-09,7.89473245139579e-09,1.888559442e-12,1.888490809e-12
39,13,-5.01244351243776e-10,-6.41754778237388e-09,2.272433399e-12,2.271991756e-12
39,14,-2.9055868061926404e-09,2.4128241064348402e-09,2.420492823e-12,2.421341216e-12
39,15,-5.68378262353214e-09,-7.94384182231761e-10,2.967284198e-12,2.968111779e-12
39,16,9.166938297277911e-10,-2.59681455611724e-09,2.973110335e-12,2.97290475e-12
39,17,-1.41910180858919e-09,-1.6621559764160502e-09,3.458973861e-12,3.457590822e-12
39,18,1.82287742613675e-09,5.10279096120303e-10,3.524580332e-12,3.526213593e-12
39,19,5.05061374292738e-09,6.45610970931735e-09,4.063265509e-12,4.065532477e-12
39,20,2.5156873584381e-10,-9.008343768715651e-09,4.148233998e-12,4.150076447e-12
39,21,-4.51938079899746e-09,1.10487964050463e-09,4.743248231e-12,4.742302008e-12
39,22,-6.368502260598021e-09,-9.99920622557633e-10,4.87392482e-12,4.875426502e-12
39,23,-2.8155853485352203e-09,5.765837569163351e-09,5.558134661e-12,5.554984107e-12
39,24,-9.774123775273871e-09,7.99741099583165e-09,5.776240292e-12,5.774028767e-12
39,25,-5.66412955017074e-09,-5.52976152646732e-09,6.502674672e-12,6.501855273e-12
39,26,-3.7078426840258403e-09,7.81326083807347e-09,6.861052376e-12,6.860475174e-12
39,27,-7.924822090245571e-09,-2.55888236000148e-09,7.450206853e-12,7.451687786e-12
39,28,-3.43193915222619e-09,-1.05412960181245e-08,8.084693446e-12,8.080025436e-12
39,29,-5.85493696982045e-10,-3.10248413004887e-09,8.237066045e-12,8.238628564e-12
39,30,4.32012277193818e-09,-1.05512375078563e-08,9.49661796e-12,9.490184387e-12
39,31,1.3144897426634601e-09,-1.12139946954862e-08,8.974196568e-12,8.977764545e-12
39,32,3.2345329431376e-09,4.37235463371038e-09,1.087727544e-11,1.088114982e-11
39,33,-5.83791128527491e-09,3.1919694002186502e-09,1.043016905e-11,1.042346362e-11
39,34,-1.45705754471776e-09,3.3074701259788603e-09,1.162164884e-11,1.162654407e-11
39,35,-1.38826346529988e-08,2.5213047784225903e-09,1.387568265e-11,1.38718204e-11
39,36,4.52258107849637e-09,-3.49602717653523e-09,1.172090408e-11,1.173962802e-11
39,37,8.73070175633299e-10,-5.0702892413947405e-09,1.746286459e-11,1.743457085e-11
39,38,-9.4687501098006e-10,7.54854805429096e-09,2.135355589e-11,2.135378277e-11
39,39,-1.19827173080375e-10,1.96087364294613e-09,1.67474782e-11,1.670520627e-11
40,0,-6.22016382690433e-09,0.0,6.354083322e-13,0.0
40,1,3.80752043920671e-09,-1.1501223601252001e-09,6.058290106e-13,6.656394966e-13
40,2,-1.12192425625851e-09,4.46471547854548e-10,6.625245876e-13,6.175255088e-13
40,3,-1.1750337304199202e-09,-2.47878959019564e-09,6.498342097e-13,6.484340833e-13
40,4,6.660530186770971e-09,-7.62839086434381e-09,6.846772189e-13,6.711082244e-13
40,5,1.2311156432908e-08,1.1359218324472602e-09,7.103237227e-13,7.12973025e-13
40,6,-1.4733279710168802e-09,3.09001275648206e-09,7.915511889e-13,7.847566543e-13
40,7,-2.14791363867753e-10,1.5806139602532302e-09,8.998399853e-13,9.021920486e-13
40,8,6.111945947629781e-09,4.64463993000121e-09,1.03499351e-12,1.0309541e-12
40,9,-3.0889328232485403e-09,9.33088887113225e-10,1.247861561e-12,1.246946074e-12
40,10,-5.195931900285981e-09,3.37891294824552e-09,1.425127326e-12,1.425116231e-12
40,11,4.47058210864454e-09,-3.5610987570971e-09,1.723290986e-12,1.723362666e-12
40,12,7.094120917243361e-09,1.3601712619250301e-09,1.921955063e-12,1.922083462e-12
40,13,-3.07703919217859e-09,-5.81368377669455e-09,2.277052512e-12,2.276307432e-12
40,14,-1.24342098364695e-09,1.12615499374208e-09,2.47492701e-12,2.475679041e-12
40,15,-5.0673508897380405e-09,-1.7768337542546702e-09,2.914693322e-12,2.915465083e-12
40,16,-1.44997971114142e-09,-3.850455977609081e-09,3.058124036e-12,3.05733796e-12
40,17,5.44804541886708e-10,1.34345188116176e-10,3.4690497e-12,3.467202573e-12
40,18,-9.80153845528547e-10,9.67210679820943e-10,3.640448864e-12,3.642730452e-12
40,19,-2.02020968365261e-09,-3.38193068946679e-10,4.053738535e-12,4.056792666e-12
40,20,-7.79505592724439e-09,7.629658655201511e-09,4.311159117e-12,4.312402419e-12
40,21,-3.4814561051870702e-09,-5.49601824995059e-10,4.67026139e-12,4.669164351e-12
40,22,-1.35778763273285e-08,-1.57608789312928e-08,5.093036218e-12,5.095081579e-12
40,23,-2.7206777054785396e-11,-1.29238355047271e-08,5.393251447e-12,5.389682231e-12
40,24,4.2417851755353205e-09,3.1147667711071203e-09,6.045075461e-12,6.042396514e-12
40,25,7.49289312582021e-10,-3.51940071506323e-09,6.299627979e-12,6.298202774e-12
40,26,7.205567605908411e-09,-4.627926690892611e-09,7.096288741e-12,7.096527558e-12
40,27,-1.36867250037242e-09,2.21578556342867e-09,7.412098162e-12,7.413473823e-12
40,28,2.25900824652673e-09,6.90584637868145e-09,8.072201783e-12,8.066036103e-12
40,29,2.16297949728867e-09,2.63652578313992e-09,8.730850769e-12,8.727631477e-12
40,30,-9.006259216190859e-11,9.45359335806561e-10,8.837250709e-12,8.834479629e-12
40,31,-6.203518566194701e-09,-1.10152781823016e-09,1.027251798e-11,1.027383859e-11
40,32,-1.91292646468939e-09,-5.79861502767193e-09,9.508014616e-12,9.509080135e-12
40,33,-1.4339501275994302e-09,-1.32439282964031e-09,1.172213866e-11,1.170838732e-11
40,34,8.42437853677092e-10,1.5150814618203702e-09,1.105755872e-11,1.10612358e-11
40,35,7.255646164546131e-09,-8.39185322215791e-09,1.242926796e-11,1.242389847e-11
40,36,3.65328204779601e-09,6.420050820716791e-09,1.477808689e-11,1.478024006e-11
40,37,-5.4438902509706604e-09,1.3007487301433601e-09,1.237289413e-11,1.235333148e-11
40,38,3.76901049763183e-10,4.10285701764543e-09,1.856373108e-11,1.858071593e-11
40,39,6.46467866450658e-09,3.96599121299246e-09,2.267548604e-11,2.267088782e-11
40,40,-1.7806931972236902e-09,6.01688370271514e-10,1.776530938e-11,1.776308926e-11
41,0,-3.24045531940121e-09,0.0,6.610652604e-13,0.0
41,1,-7.143896277138011e-09,-3.2936270723795504e-09,6.304700876e-13,6.924140226e-13
41,2,3.61396468299455e-09,3.3500449786417004e-09,6.888308979e-13,6.42347552e-13
41,3,3.939769785942861e-09,3.14595484298994e-09,6.753225481e-13,6.739236361e-13
41,4,-1.6473904163204302e-09,3.73031323662575e-09,7.096742386e-13,6.955193096e-13
41,5,4.602740323748401e-09,-3.02319751991475e-09,7.338957979e-13,7.365726775e-13
41,6,2.51599239476125e-09,1.5058652135652401e-09,8.133708962e-13,8.063654239e-13
41,7,-7.10184928975637e-10,2.65333922297893e-09,9.201768552e-13,9.226028231e-13
41,8,-1.60698261099346e-09,-4.54491029760721e-09,1.050986266e-12,1.046813372e-12
41,9,-1.6783469713458202e-09,4.814356458324241e-09,1.270117359e-12,1.269202771e-12
41,10,5.727748922446171e-09,1.4833157263778501e-09,1.43418097e-12,1.434085367e-12
41,11,2.57672289448978e-09,-5.75472212137132e-09,1.756811249e-12,1.756829013e-12
41,12,4.720200328129601e-09,8.600301976488659e-11,1.928133935e-12,1.928036804e-12
41,13,-1.51771566223608e-09,6.41097429732194e-09,2.32940452e-12,2.328881021e-12
41,14,4.154323071892451e-09,-3.73938630122462e-10,2.482961969e-12,2.483930755e-12
41,15,-9.7547791925203e-10,1.5494386678292802e-09,3.053646736e-12,3.054451594e-12
41,16,-3.48549925676147e-10,-4.50719064045965e-09,3.067413161e-12,3.067215429e-12
41,17,-1.94144833494318e-09,2.219349567938e-09,3.586767843e-12,3.585449979e-12
41,18,-2.6809629676924304e-09,4.2706115225987704e-09,3.646685144e-12,3.649124561e-12
41,19,-2.0476300222093303e-09,-1.32375036861322e-09,4.213970528e-12,4.215739772e-12
41,20,-1.87933978364265e-09,-6.62482942784648e-10,4.277586239e-12,4.279371953e-12
41,21,-2.2051474677778e-09,-3.0209658607153904e-09,4.88720101e-12,4.886280721e-12
41,22,-1.01466246265104e-08,-2.3816301193167003e-09,4.979357839e-12,4.981543628e-12
41,23,4.86975747225316e-10,-1.39808869319184e-08,5.679487778e-12,5.676553426e-12
41,24,6.4369082911481605e-09,-2.1135733798275402e-09,5.83879716e-12,5.835812558e-12
41,25,1.48978996240313e-10,2.8381762895621204e-09,6.638279298e-12,6.638402598e-12
41,26,6.1390403635007705e-09,-8.22994087289868e-09,6.871937414e-12,6.87148094e-12
41,27,1.8154940146849301e-09,-7.51873671349948e-10,7.705097079e-12,7.70702231e-12
41,28,-1.6870949350421802e-09,-4.8961293723464e-09,8.030861396e-12,8.025865177e-12
41,29,-5.05331931580476e-09,5.80985635541775e-09,8.703471859e-12,8.704149167e-12
41,30,2.1367441033529103e-09,-7.98869204324968e-10,9.383269576e-12,9.376329519e-12
41,31,1.0813711160816e-08,5.58598647269904e-10,9.505350576e-12,9.508224378e-12
41,32,-2.23820927838567e-09,4.03824506264387e-09,1.090146664e-11,1.09088582e-11
41,33,-1.9632916509611502e-09,1.07530354047498e-08,1.022620776e-11,1.021554772e-11
41,34,-2.74204744680684e-09,4.8706532375779605e-09,1.245461693e-11,1.246188345e-11
41,35,-1.3852736054789e-08,4.1261573602188906e-09,1.188518451e-11,1.187979456e-11
41,36,2.65877171155842e-09,-2.99429648422574e-09,1.322960712e-11,1.323609904e-11
41,37,6.40336664230573e-10,-1.01847975922061e-08,1.574982958e-11,1.574600085e-11
41,38,-1.05611999281048e-08,-1.5350128857066401e-09,1.315118822e-11,1.31516202e-11
41,39,-5.51466014374455e-09,-2.6058508009693104e-09,1.973910689e-11,1.973134338e-11
41,40,3.954612802319061e-09,-4.77851904637028e-09,2.408611941e-11,2.408517483e-11
41,41,4.13793512255922e-09,5.7901886641668e-09,1.884077368e-11,1.884489121e-11
42,0,-2.20831433167729e-09,0.0,6.887159962e-13,0.0
42,1,-2.27437690972726e-09,-3.78967249970396e-10,6.569305415e-13,7.211688313e-13
42,2,-3.81570908521044e-09,-2.8835952377842802e-09,7.172095727e-13,6.691021794e-13
42,3,-3.7359213009388395e-11,9.94597602236819e-09,7.027124581e-13,7.013822219e-13
42,4,7.109891634556361e-09,1.4250244091005802e-09,7.366134257e-13,7.219623907e-13
42,5,-9.6300932957244e-09,-3.3587037224244304e-09,7.59800108e-13,7.625730904e-13
42,6,3.4813701524918903e-09,-1.21877121720565e-09,8.375217354e-13,8.3020453e-13
42,7,4.072549765746341e-09,-3.2555727171289805e-09,9.41877469e-13,9.44367887e-13
42,8,7.71638140248027e-10,8.18005823906556e-10,1.072925872e-12,1.06854426e-12
42,9,-6.88914024524425e-10,1.6235729804670002e-09,1.285937806e-12,1.284986668e-12
42,10,3.4326033527530003e-09,5.45440067279954e-09,1.460369744e-12,1.460280139e-12
42,11,1.1954945654926402e-09,1.93165219753582e-09,1.767535845e-12,1.767721351e-12
42,12,3.94570499102048e-09,-1.00898022111819e-08,1.965611909e-12,1.965707163e-12
42,13,7.17163705201834e-10,4.2465388299762e-09,2.343845064e-12,2.343019555e-12
42,14,-7.046577460850811e-09,5.45998109255397e-09,2.539261576e-12,2.540166559e-12
42,15,-1.0908089747301902e-09,7.351551401488531e-09,3.014745173e-12,3.015531115e-12
42,16,4.17459936759733e-09,-2.8047183072003203e-09,3.151126134e-12,3.150309048e-12
42,17,-1.64580855387259e-09,-3.21208611646708e-09,3.621899151e-12,3.620080011e-12
42,18,-1.21494130998711e-08,1.8395163023738201e-09,3.756066026e-12,3.759308771e-12
42,19,-2.8258529723115102e-09,-5.738084659896521e-09,4.248668953e-12,4.251306396e-12
42,20,6.65139643051616e-09,8.15723787878019e-10,4.429154895e-12,4.430256784e-12
42,21,4.4996795632147003e-10,-4.514550806053371e-09,4.878079368e-12,4.877106656e-12
42,22,9.9897981966665e-10,-3.4858517327247503e-09,5.191273387e-12,5.194011249e-12
42,23,-4.31060168935068e-09,-4.65491969851263e-09,5.574898761e-12,5.571511436e-12
42,24,4.66299947955948e-09,1.33400894687304e-09,6.133635839e-12,6.130424789e-12
42,25,-4.08188776293909e-09,4.316554636076051e-09,6.420459874e-12,6.420054537e-12
