l,m,Clm,Slm,sigmaClm,sigmaSlm
62,2,-4.12895136157532e-09,6.4612883033197306e-09,2.086966801e-12,1.975203895e-12
62,3,4.24149987715719e-09,1.9711728730423303e-09,2.038865534e-12,2.041564919e-12
62,4,-1.6021879230072501e-09,-3.83716510545015e-10,2.082937443e-12,2.045697898e-12
62,5,2.88879369544206e-09,3.4549903129200003e-09,2.086123638e-12,2.090868685e-12
62,6,1.16250454856678e-09,-5.48778019075793e-09,2.154766038e-12,2.138119576e-12
62,7,-1.3602013971863101e-09,2.54119204960279e-09,2.237184664e-12,2.241336071e-12
62,8,1.3975733790526901e-09,-9.80907997468301e-11,2.351803348e-12,2.342974592e-12
62,9,2.43049299745092e-09,-6.942600533795351e-10,2.574097072e-12,2.571060701e-12
62,10,-2.4340429759750103e-09,6.169377092374931e-09,2.746296229e-12,2.747041551e-12
62,11,2.1323717733133203e-09,3.2034872938731105e-09,3.143577213e-12,3.143234112e-12
62,12,3.1435088802750702e-09,3.73931262851067e-10,3.37946465e-12,3.377377236e-12
62,13,4.532480127739051e-09,-3.4469914372738304e-09,3.975970526e-12,3.973091848e-12
62,14,3.13410899969784e-09,8.38765396304947e-09,4.236219926e-12,4.238433602e-12
62,15,-1.20386130095445e-09,-2.22367729769644e-09,5.075882243e-12,5.075547594e-12
62,16,1.6024382337388401e-09,4.27205317878667e-10,5.295605618e-12,5.295478645e-12
62,17,9.39001486157828e-10,-1.53603213166389e-09,6.356506335e-12,6.351372228e-12
62,18,4.08860652148334e-10,-1.12307769700877e-10,6.471302629e-12,6.482738251e-12
62,19,1.78195374650877e-09,-2.0243483199168801e-10,7.79064306e-12,7.791201836e-12
62,20,1.7513914379168502e-09,2.4613990810704704e-09,7.785936115e-12,7.784359235e-12
62,21,-2.3239048673551402e-09,4.66468899343959e-10,9.286147169e-12,9.287601452e-12
62,22,-2.84863320014605e-10,-1.18551151701382e-09,9.137892285e-12,9.143247928e-12
62,23,-3.7885618676921105e-09,-2.08555312590452e-10,1.077869531e-11,1.077774434e-11
62,24,5.229282922665631e-09,7.88635620357347e-10,1.052001105e-11,1.051662453e-11
62,25,-2.3140283744827003e-09,-3.49528018362541e-10,1.224233448e-11,1.223531698e-11
62,26,-2.72412078762411e-09,-4.2025998194661403e-10,1.19451834e-11,1.194461109e-11
62,27,5.05052978135511e-10,2.2426071218169803e-09,1.365690509e-11,1.366630017e-11
62,28,4.86745404541731e-10,-5.50831145177891e-10,1.332650159e-11,1.33220303e-11
62,29,1.1545186708892102e-09,2.5573006164707104e-09,1.50800359e-11,1.507429636e-11
62,30,-4.241447744747431e-09,-1.6265651659287e-09,1.489714359e-11,1.488894223e-11
62,31,-2.12064339060199e-10,-3.85873112247078e-09,1.667717739e-11,1.667265045e-11
62,32,8.89884649509431e-10,6.174096297611521e-09,1.650872799e-11,1.652000972e-11
62,33,-3.1057411669045203e-09,-4.079228493909781e-09,1.827095277e-11,1.826968555e-11
62,34,4.30991117635519e-10,-1.9525517098485302e-09,1.845941352e-11,1.846158967e-11
62,35,4.65920033300164e-09,-7.207015960426699e-11,2.026475746e-11,2.026221684e-11
62,36,1.85609483782956e-10,1.4563957683354002e-09,2.075375321e-11,2.073464279e-11
62,37,4.2102448122519805e-09,2.71387953779316e-09,2.246888895e-11,2.247761457e-11
62,38,-2.8026352800845203e-09,2.92068225192661e-10,2.336008072e-11,2.335654602e-11
62,39,2.2446955305372303e-09,7.48578944693653e-10,2.489859996e-11,2.489364479e-11
62,40,-3.3401514831963e-09,-3.50477666163153e-09,2.625644945e-11,2.622774713e-11
62,41,-3.896179641632281e-09,-3.1317748044623103e-09,2.734392688e-11,2.733839069e-11
62,42,4.55500443726165e-09,-3.34052658457562e-09,2.928079389e-11,2.927681622e-11
62,43,-1.4626238038713701e-09,5.20179956322957e-10,2.955726624e-11,2.954332043e-11
62,44,2.2794298148571004e-09,1.0952071798631902e-09,3.217298681e-11,3.218814917e-11
62,45,-2.5005999649099697e-11,-2.7957671092723403e-09,3.144135588e-11,3.147203333e-11
62,46,-3.65027535298651e-10,1.3949472932500401e-09,3.508024567e-11,3.5126703e-11
62,47,-1.46453012389552e-09,2.7023794083834504e-09,3.321187489e-11,3.323499149e-11
62,48,-1.93094841912359e-09,2.2793014572497904e-09,3.742054138e-11,3.743578369e-11
62,49,-4.473504595268361e-09,-1.20742264940027e-09,3.553476347e-11,3.552605578e-11
62,50,-3.00941618439995e-10,1.9871443357534302e-09,3.92051417e-11,3.923846211e-11
62,51,-4.25022872729957e-09,-4.539916457696281e-09,3.935644436e-11,3.937952448e-11
62,52,5.01963696829832e-09,-4.534257763452191e-09,3.970115902e-11,3.971544583e-11
62,53,-9.25180427364775e-10,-2.5916337725015403e-09,4.497071051e-11,4.497624543e-11
62,54,3.66860482572656e-09,3.7688303915881806e-09,4.008141224e-11,4.006373414e-11
62,55,5.027059646684831e-09,-6.53152485479753e-10,5.055606695e-11,5.064726623e-11
62,56,-2.11581479982078e-09,-2.3111643155731798e-11,4.4742869e-11,4.470539022e-11
62,57,3.46747256050764e-10,-4.423239400302111e-09,5.190690689e-11,5.192350386e-11
62,58,-1.4338956530151102e-09,-1.9654909738964603e-09,5.889526715e-11,5.891460472e-11
62,59,-2.79806118260259e-10,-1.3298417480233001e-09,4.799536399e-11,4.800873673e-11
62,60,1.17382444994825e-09,1.87948764519316e-09,7.270514893e-11,7.252821633e-11
62,61,3.5559327378704305e-09,3.3264263048515004e-09,8.52802471e-11,8.546886196e-11
62,62,-2.0446823767637703e-09,1.12291579016293e-10,6.676945223e-11,6.667304344e-11
63,0,-1.3110217413907201e-09,0.0,2.162714229e-12,0.0
63,1,-2.9514392198828503e-09,2.5833128975928402e-09,2.077722565e-12,2.243933971e-12
63,2,-4.17324203846582e-10,5.26702626510058e-10,2.224546789e-12,2.107300523e-12
63,3,-4.59763762218738e-10,-1.6896266811630002e-09,2.173641551e-12,2.176800937e-12
63,4,-1.5883367367405302e-09,5.433384650718161e-09,2.21913549e-12,2.179901974e-12
63,5,1.1833841953076302e-09,-1.0624407771494902e-09,2.221151564e-12,2.226065088e-12
63,6,1.0912155947242902e-09,3.83102576854536e-09,2.290205206e-12,2.272770864e-12
63,7,-1.08922809198893e-09,1.5299023954275902e-09,2.372381211e-12,2.376635972e-12
63,8,-2.9299464927548804e-09,3.3600687541323602e-09,2.485992377e-12,2.476886021e-12
63,9,9.62368139407183e-10,-6.436508172402151e-09,2.711702092e-12,2.708341952e-12
63,10,5.091717300560051e-10,1.1964012306667802e-09,2.879925373e-12,2.880818815e-12
63,11,1.8804626545799902e-09,1.6496061079401301e-09,3.288787678e-12,3.288248862e-12
63,12,1.42120132294955e-10,1.05801010502128e-10,3.520498813e-12,3.518169354e-12
63,13,2.1690577779408703e-09,-2.4021530455590203e-10,4.134102823e-12,4.131247047e-12
63,14,6.235517293553801e-09,-4.72637445097819e-10,4.398097045e-12,4.400390159e-12
63,15,-2.3023252398938704e-09,2.1048055519064202e-09,5.318632251e-12,5.318283323e-12
63,16,6.19282091656982e-09,1.2673991120957702e-09,5.494583679e-12,5.494901765e-12
63,17,7.23647366820962e-10,-3.7083777191374704e-09,6.557261972e-12,6.552048512e-12
63,18,-5.73782498697578e-10,1.2005060150226002e-09,6.740748117e-12,6.752016058e-12
63,19,-1.73992048623362e-09,1.1370628765388402e-09,8.012656473e-12,8.012478714e-12
63,20,1.57656151184698e-09,-1.6447419905028e-10,8.141935889e-12,8.140117708e-12
63,21,1.30381233843968e-09,-2.34464588777721e-09,9.536756779e-12,9.537683746e-12
63,22,-1.3697649210386601e-09,-9.27636878281471e-10,9.588531178e-12,9.594409738e-12
63,23,6.7538063435301e-11,6.05112128724351e-10,1.106292778e-11,1.106178292e-11
63,24,-2.65175780792357e-10,-2.91881861852087e-09,1.108014036e-11,1.107686563e-11
63,25,-1.6456163705992602e-09,4.32571742584019e-09,1.255709568e-11,1.254919615e-11
63,26,-1.20108384767482e-09,-2.53013725214921e-09,1.261848318e-11,1.261718911e-11
63,27,1.0350595902479701e-09,7.24129594822568e-10,1.398105043e-11,1.399212171e-11
63,28,-3.84086860520203e-09,3.4721742213964e-09,1.412836706e-11,1.412325448e-11
63,29,1.09660727819833e-10,1.6010711225816602e-09,1.538196646e-11,1.537620418e-11
63,30,-3.1122387734468204e-09,-2.38329139133591e-09,1.588512851e-11,1.587746558e-11
63,31,-6.85331778820164e-10,-1.0507574129053801e-09,1.687718996e-11,1.687025169e-11
63,32,-2.33508722642474e-09,2.3867831193668103e-09,1.756435858e-11,1.757566499e-11
63,33,-5.01576216671477e-09,-1.00773288256993e-09,1.845359177e-11,1.845193295e-11
63,34,2.2057354520517802e-09,-2.3076749799960403e-09,1.962317141e-11,1.962582137e-11
63,35,2.94109902432826e-09,1.53064403497987e-09,2.039233608e-11,2.039179942e-11
63,36,5.31213491175335e-10,-2.2238391711945202e-09,2.195437111e-11,2.193341054e-11
63,37,1.6921477765630501e-09,4.5505223432056605e-09,2.267336061e-11,2.268119421e-11
63,38,5.81832106784191e-10,-9.76039906647355e-10,2.444277273e-11,2.443774431e-11
63,39,1.25755144410178e-10,2.1265707513962303e-09,2.537043279e-11,2.537108977e-11
63,40,1.37730711851653e-10,2.0477101669904e-09,2.707254818e-11,2.703841884e-11
63,41,-3.96589608342038e-09,-1.39548533511663e-09,2.840236115e-11,2.838889612e-11
63,42,-7.23664419125793e-10,2.6713251455693896e-11,2.965329163e-11,2.964543544e-11
63,43,-4.315517178911591e-09,3.2881335142042203e-09,3.152195296e-11,3.15221265e-11
63,44,-6.7509758217458505e-09,-2.06689882500482e-09,3.182805543e-11,3.185344404e-11
63,45,-8.25458283106582e-10,-3.89879887571666e-09,3.462232056e-11,3.4663967e-11
63,46,4.5389103196835703e-10,2.83932708765561e-10,3.443246674e-11,3.44590776e-11
63,47,1.2554660285758e-09,-6.91102803532712e-10,3.749852715e-11,3.754194661e-11
63,48,5.63880832604511e-09,-1.7828061432163702e-09,3.553645792e-11,3.55379215e-11
63,49,1.1075406580115502e-09,1.8165665764144102e-09,3.996079466e-11,3.995928894e-11
63,50,3.91055355152521e-11,1.43660371441952e-09,3.798865173e-11,3.798484693e-11
63,51,1.95630040216637e-09,-2.71226551821074e-10,4.163325396e-11,4.166254902e-11
63,52,-2.64968443946342e-10,5.6860394352982706e-09,4.204989753e-11,4.205046636e-11
63,53,-2.59996454683954e-09,5.96547104503576e-10,4.218465825e-11,4.21867945e-11
63,54,3.47993409174075e-09,-3.6661405560645103e-09,4.803184735e-11,4.796916597e-11
63,55,-6.059695975287431e-09,-8.896731067950541e-10,4.261110963e-11,4.268335145e-11
63,56,2.5474098185465e-10,-5.296132579673251e-09,5.390967834e-11,5.386906018e-11
63,57,-1.50756913157996e-09,1.79534519042859e-09,4.770078182e-11,4.769954857e-11
63,58,4.5790297579650003e-10,-1.55659360393168e-09,5.504172726e-11,5.505203775e-11
63,59,1.4502356268053101e-09,-4.6607736175259e-09,6.257368405e-11,6.254320564e-11
63,60,3.6857988949832405e-09,-4.74076035899073e-10,5.065981229e-11,5.059007482e-11
63,61,-3.20941181989947e-09,4.193902846910421e-09,7.712759345e-11,7.762504973e-11
63,62,-4.45682098056386e-09,9.28142561784268e-10,8.900291424e-11,8.883833471e-11
63,63,-4.31264440311084e-10,-1.54513652838482e-10,7.064148669e-11,7.065942561e-11
64,0,-4.1400545141020805e-09,0.0,2.308476223e-12,0.0
64,1,4.7195335976965705e-09,-2.13158651835497e-09,2.218735561e-12,2.393639414e-12
64,2,-9.4792985675486e-10,4.15091239647339e-09,2.373047055e-12,2.25002511e-12
64,3,-7.66740644993084e-10,-8.38426643860422e-10,2.31900823e-12,2.322666236e-12
64,4,-2.4773010894661002e-09,2.4837273943059902e-09,2.366159375e-12,2.324735624e-12
64,5,-1.29940250332012e-09,-1.96334128119699e-09,2.366945818e-12,2.372002858e-12
64,6,-1.0397117650865601e-09,-5.88307526813964e-10,2.436602716e-12,2.418353015e-12
64,7,-3.10212097131563e-10,6.6114997561497e-10,2.517858276e-12,2.52221108e-12
64,8,-2.9934851770339603e-10,6.67997450270843e-10,2.632595485e-12,2.623130652e-12
64,9,-1.02014635260336e-09,-1.01381718782353e-09,2.856285829e-12,2.852680229e-12
64,10,1.33188493935182e-09,8.06121255823742e-10,3.029447437e-12,3.030575375e-12
64,11,-1.7032059438125001e-09,-3.89729184474474e-09,3.435574756e-12,3.434948823e-12
64,12,1.7825816688683702e-09,2.51955932595856e-09,3.67828809e-12,3.67587451e-12
64,13,-1.1113310926370001e-09,5.85746307315629e-10,4.296292008e-12,4.293034775e-12
64,14,-6.781339617669129e-11,-1.93193028042438e-10,4.569566392e-12,4.571938005e-12
64,15,-1.8619164635927302e-09,-1.54541901430519e-09,5.44839096e-12,5.447884948e-12
64,16,2.0801729826636302e-09,-1.6922561805994802e-09,5.687859073e-12,5.687958251e-12
64,17,-1.1745721021421e-09,-1.8265379361898402e-09,6.810505017e-12,6.804899328e-12
64,18,1.2370085030072701e-09,2.58291128887855e-09,6.946570557e-12,6.958479999e-12
64,19,-8.55014830290369e-10,2.1117478656676198e-11,8.351658521e-12,8.352212252e-12
64,20,-2.58354123193318e-09,-2.03439193142962e-09,8.369884995e-12,8.368024163e-12
64,21,1.1662348715980102e-09,6.05930421871708e-12,9.978108222e-12,9.979662558e-12
64,22,1.3827856837889e-09,1.5882966400403601e-09,9.852590225e-12,9.858291631e-12
64,23,-3.58888417849257e-09,7.06233961676541e-12,1.161857967e-11,1.161803935e-11
64,24,-3.3935214606353504e-09,-2.89960817600202e-09,1.137907745e-11,1.137630826e-11
64,25,1.2776152809920001e-09,-3.1014297501383596e-11,1.323864753e-11,1.322950676e-11
64,26,-1.19268523594832e-09,-2.1781020278224502e-09,1.295489587e-11,1.295448429e-11
64,27,-4.9157547539659696e-11,-2.9634611254503403e-09,1.480125011e-11,1.481258797e-11
64,28,-2.38729697201883e-10,4.20954964198333e-09,1.446389117e-11,1.44587757e-11
64,29,4.24770810481067e-11,-2.5160316482885904e-09,1.634739026e-11,1.634259378e-11
64,30,-2.8032141622375804e-09,6.49874823300503e-10,1.613536136e-11,1.612713275e-11
64,31,2.62248911077079e-09,1.1856654134925901e-09,1.803568257e-11,1.802922621e-11
64,32,6.13353957790262e-10,3.0825735523120405e-09,1.779137835e-11,1.780090935e-11
64,33,-2.7001806082154402e-09,5.27669302880025e-10,1.967585094e-11,1.967764285e-11
64,34,1.54446593453837e-09,-2.6159134846061603e-09,1.974257037e-11,1.974501438e-11
64,35,-6.45549025455904e-09,1.92949877903587e-09,2.171885748e-11,2.171585984e-11
64,36,-1.34670791541336e-09,-1.0122604975172901e-09,2.20160589e-11,2.199567351e-11
64,37,1.73827150189742e-09,-1.91939276067552e-10,2.399357761e-11,2.400212364e-11
64,38,2.39333030687539e-09,-2.1514136848196803e-09,2.461914672e-11,2.461583366e-11
64,39,5.03088279459186e-10,-3.19628886341102e-09,2.660190079e-11,2.659764836e-11
64,40,4.4746581813153405e-09,1.6445542022502e-09,2.75775043e-11,2.75493536e-11
64,41,1.50811470366925e-10,-6.41722993464446e-10,2.937157753e-11,2.93625294e-11
64,42,9.72495144063478e-10,-1.11165301846479e-09,3.077241876e-11,3.07707035e-11
64,43,6.51837757698424e-10,1.82434089118699e-09,3.202346026e-11,3.200793693e-11
64,44,-5.6297971610967905e-09,2.6951650386481604e-09,3.390861291e-11,3.392676848e-11
64,45,-1.08358047656957e-09,-2.58830673369374e-09,3.433688232e-11,3.437387952e-11
64,46,2.4965678344722002e-09,2.97094786557594e-10,3.724753989e-11,3.729657457e-11
64,47,-2.8125376145154203e-09,4.5038911509323703e-10,3.624443241e-11,3.627587034e-11
64,48,1.55093161728204e-10,-3.12810978123244e-09,4.022481229e-11,4.024061828e-11
64,49,2.09947957563086e-10,1.6777546914684902e-09,3.803116533e-11,3.802214261e-11
64,50,-5.25422416092599e-09,-2.8997981079389103e-09,4.300006326e-11,4.303143981e-11
64,51,4.935407208082001e-10,2.48154860374779e-10,4.047098488e-11,4.049359179e-11
64,52,4.96683531676306e-09,-4.416565505039391e-09,4.471120351e-11,4.4723442e-11
64,53,2.74297861951717e-09,2.35376853669367e-09,4.470995158e-11,4.471106612e-11
64,54,-4.72470308275875e-10,-2.0297997658563303e-09,4.525017668e-11,4.520767916e-11
64,55,2.22079260796186e-09,2.40141217175897e-09,5.099219063e-11,5.10953772e-11
64,56,2.49697572742213e-09,3.6717037677267e-09,4.553599732e-11,4.548789353e-11
64,57,-2.48747959876191e-09,3.3392599201611903e-10,5.751051863e-11,5.753556737e-11
64,58,-8.624746176220321e-10,-6.26251511671858e-10,5.04993637e-11,5.051936558e-11
64,59,-7.2463478397553806e-09,-2.5233292054428203e-10,5.895024109e-11,5.888901668e-11
64,60,-7.4854116104313e-10,1.3696979198725002e-09,6.623611169e-11,6.621020612e-11
64,61,-4.32624308536948e-09,-3.2009965448177202e-09,5.665330759e-11,5.682856503e-11
64,62,-1.34394082219037e-09,-1.0937531868466601e-09,8.144739394e-11,8.127689543e-11
64,63,3.01170591691143e-09,-5.12849984167145e-09,9.360653836e-11,9.353292515e-11
64,64,5.489240869171281e-09,-1.46293851139167e-09,7.456058113e-11,7.456332531e-11
65,0,6.89045027794605e-10,0.0,2.465850559e-12,0.0
65,1,-3.1487444814753003e-09,-3.71253081408441e-09,2.371454412e-12,2.555882269e-12
65,2,-9.222564715764819e-11,-6.45837069367345e-10,2.5334364e-12,2.404177945e-12
65,3,-2.0464852278889504e-09,6.30620545643274e-10,2.476466553e-12,2.480695084e-12
65,4,6.642799798380929e-11,-2.371595520423e-09,2.525008286e-12,2.481303174e-12
65,5,-2.65525098127681e-09,-8.33196562747083e-10,2.524752953e-12,2.530018066e-12
65,6,9.45262339405364e-10,-2.53828963445354e-10,2.594776788e-12,2.575613948e-12
65,7,-2.71521483485013e-09,-1.17305238026137e-09,2.675999385e-12,2.680414676e-12
65,8,1.0411446662936102e-09,4.32689443327715e-11,2.789712618e-12,2.779922028e-12
65,9,4.01811615817311e-10,1.5276098327834302e-09,3.01687332e-12,3.012939747e-12
65,10,2.41582257930129e-09,-1.7915659232863202e-09,3.18632955e-12,3.187684491e-12
65,11,-4.8312355015676605e-09,-2.88341761384778e-09,3.603373092e-12,3.602610267e-12
65,12,1.7764151236715701e-09,2.2991992956628504e-09,3.842775871e-12,3.84001688e-12
65,13,-1.5830330046351001e-09,8.47203785086843e-10,4.477053256e-12,4.473757559e-12
65,14,-7.30370106113386e-09,-4.440585714457751e-09,4.755521546e-12,4.757978552e-12
65,15,9.50158017092857e-10,2.81572016801782e-09,5.714334551e-12,5.713766693e-12
65,16,-3.2938819081580303e-09,-3.3553508882495403e-09,5.911871645e-12,5.912424419e-12
65,17,-1.5493217463842801e-09,-4.1204267313344505e-09,7.035606252e-12,7.029901613e-12
65,18,-2.61154171556372e-09,-9.3593483617724e-10,7.243463299e-12,7.255157693e-12
65,19,-2.37006440180562e-09,2.51196431897359e-10,8.600322723e-12,8.600206005e-12
65,20,-3.5361305785171302e-09,-6.17193628322079e-10,8.755710411e-12,8.753588516e-12
65,21,3.06693599954133e-09,-2.98754935339114e-11,1.025986037e-11,1.02608817e-11
65,22,3.12318883672007e-09,-3.2365320246257e-10,1.033631087e-11,1.034267671e-11
65,23,1.4745598299728102e-09,3.99124500102514e-09,1.194122311e-11,1.194060111e-11
65,24,-1.4077306355001e-09,1.77000473280849e-10,1.19761028e-11,1.197349388e-11
65,25,6.01559605561276e-10,-1.76135708331479e-09,1.360399814e-11,1.359404871e-11
65,26,-2.3399686307383303e-09,-1.67541298651347e-09,1.366847205e-11,1.366699774e-11
65,27,-1.0387632633496601e-09,-2.48642873393924e-09,1.519126753e-11,1.520432848e-11
65,28,4.04899449786349e-10,2.64145165390427e-10,1.531680105e-11,1.531103255e-11
65,29,-1.81630819377501e-09,-3.11386264332842e-09,1.673388314e-11,1.672910358e-11
65,30,4.9053566223668706e-09,-1.3044781599539201e-10,1.719344876e-11,1.718582744e-11
65,31,1.5396995893630302e-09,1.55572843386558e-10,1.833759017e-11,1.832878504e-11
65,32,-1.98193753124431e-10,1.44827207661548e-09,1.894797339e-11,1.895696105e-11
65,33,1.09913820959113e-09,4.41850025732132e-10,1.993964807e-11,1.994088008e-11
65,34,6.3576235232765e-10,-2.2928815469072004e-09,2.106615289e-11,2.106935184e-11
65,35,-2.2556821884693803e-09,3.62078288363102e-09,2.186017052e-11,2.185853244e-11
65,36,-2.21929163929075e-09,-1.56190387969378e-09,2.347090298e-11,2.344954803e-11
65,37,3.28404904798423e-09,-2.00639550633434e-09,2.40894742e-11,2.409611862e-11
65,38,-1.4307324868950202e-09,3.35821523813593e-09,2.607963244e-11,2.607555488e-11
65,39,-1.4994051984412102e-09,5.03939792301297e-10,2.676328964e-11,2.676421145e-11
65,40,-3.41553708572646e-10,-4.35071551541845e-10,2.894918553e-11,2.891509864e-11
65,41,2.0245265154533902e-09,-1.5764021237694401e-09,2.985401904e-11,2.984047774e-11
65,42,3.1013255607313205e-09,-4.88172924200854e-09,3.19244119e-11,3.191843481e-11
65,43,3.3708762161282603e-09,1.91046581654793e-10,3.314601536e-11,3.314241615e-11
65,44,1.3384198068380601e-09,2.4957730932985703e-09,3.455745397e-11,3.458505705e-11
65,45,-2.94201724781616e-09,2.03855912829496e-09,3.654517349e-11,3.658727874e-11
65,46,3.3047641926426302e-09,1.5275428656984402e-09,3.76371476e-11,3.766818946e-11
65,47,5.92502628497215e-12,2.2908193917176804e-09,3.985773977e-11,3.990871195e-11
65,48,1.4327745215683002e-09,-1.6198002158635701e-09,3.882854151e-11,3.882909476e-11
65,49,-3.26349968059781e-10,1.25791954369693e-09,4.299167355e-11,4.299153513e-11
65,50,-4.62608967926326e-09,1.2096955637098802e-09,4.068362678e-11,4.068065618e-11
65,51,9.27664192961445e-10,-2.00289619004014e-09,4.567262462e-11,4.569883228e-11
65,52,3.8343077887626997e-11,2.11228417899405e-09,4.329404264e-11,4.329140611e-11
65,53,-4.8157071393657305e-09,5.79181664111798e-10,4.744396991e-11,4.745249664e-11
65,54,1.5562588925869302e-09,1.5833281181751602e-09,4.783128042e-11,4.776616686e-11
65,55,-3.6067787565792704e-09,3.86314314565459e-09,4.799572155e-11,4.809700052e-11
65,56,4.3791018348536594e-11,-3.01701237693842e-09,5.444731458e-11,5.441771076e-11
65,57,-1.1309179714717902e-09,8.19896945573012e-10,4.852543033e-11,4.85306251e-11
65,58,-1.04325272465019e-09,-4.16910927406235e-10,6.099222338e-11,6.099994946e-11
65,59,2.98261915349512e-09,-2.5771550916343402e-09,5.372587578e-11,5.37119956e-11
65,60,8.87660610092164e-10,2.8865185069041304e-09,6.23051968e-11,6.231806982e-11
65,61,-4.09895446072163e-09,2.9303723313668902e-09,7.060404278e-11,7.035720339e-11
65,62,5.84441050765451e-10,-1.70390663595679e-10,5.722349628e-11,5.710087783e-11
65,63,5.858335618821579e-11,-3.00258259389681e-09,8.592969255e-11,8.591528289e-11
65,64,4.11849369500483e-10,3.6073300341478204e-09,9.843909426e-11,9.839975657e-11
65,65,1.14067822465993e-09,1.6126680427228601e-09,7.898673739e-11,7.898008731e-11
66,0,-3.66362872088076e-10,0.0,2.636216908e-12,0.0
66,1,-2.86488888720856e-10,-4.865120583597961e-10,2.536481226e-12,2.730823517e-12
66,2,1.5075778535508802e-09,8.557592345634241e-10,2.706899183e-12,2.571100211e-12
66,3,2.07241965982726e-09,-7.70374634582784e-10,2.646381028e-12,2.651258055e-12
66,4,6.06927814342479e-11,-2.40937079196701e-09,2.696778946e-12,2.650721035e-12
66,5,5.49133306886752e-09,3.86211683170926e-09,2.695163385e-12,2.70056889e-12
66,6,3.2899737945633702e-09,-1.8362279051294902e-09,2.766024069e-12,2.745867938e-12
66,7,-7.89365834050072e-10,2.30987404222761e-09,2.846158282e-12,2.850741377e-12
66,8,-2.34959360828264e-11,8.59721293788214e-10,2.961222929e-12,2.951143516e-12
66,9,8.284248475499371e-10,5.5096136351213405e-09,3.186409919e-12,3.182202209e-12
66,10,-8.88429011916837e-10,-3.36156570627221e-09,3.360759161e-12,3.362375249e-12
66,11,-2.15070105197045e-10,6.59475153576693e-10,3.775277772e-12,3.774544474e-12
66,12,1.8229397016774501e-09,-2.7745968479918604e-09,4.025293379e-12,4.022393995e-12
66,13,-3.4718197120310004e-09,1.78214640751137e-09,4.664706429e-12,4.660938707e-12
66,14,-4.127571223114821e-09,-1.08394350019005e-11,4.951964579e-12,4.954543551e-12
66,15,2.7339112642936203e-09,-3.6674396014550704e-09,5.870305531e-12,5.869607552e-12
66,16,-2.36933415531599e-09,2.17026516145076e-10,6.131051476e-12,6.131340181e-12
66,17,-1.9722578233648402e-09,-1.26369124501477e-09,7.316790567e-12,7.310649704e-12
66,18,7.294357109112049e-11,-2.96069132984745e-09,7.477635788e-12,7.489974487e-12
66,19,-3.1417571711398203e-09,-1.15898674622938e-09,8.970179392e-12,8.970842571e-12
66,20,-1.3151175963411502e-09,-1.22791603190681e-09,9.016284965e-12,9.014235577e-12
66,21,-1.63731209558073e-10,-1.35287421698064e-09,1.073455822e-11,1.07361488e-11
66,22,2.8222765143175e-09,2.41085782229092e-09,1.064012587e-11,1.06462462e-11
66,23,2.5120084576179503e-09,4.03955910713853e-09,1.253385454e-11,1.253387124e-11
66,24,8.324427818314551e-10,3.09469926026354e-10,1.232678028e-11,1.232464732e-11
66,25,1.9852973152761103e-09,-9.58298209118872e-10,1.432471553e-11,1.431376919e-11
66,26,2.78823129787251e-09,3.50489021032057e-10,1.407548709e-11,1.407511848e-11
66,27,2.8712251751736702e-09,-1.44646368337543e-09,1.605557508e-11,1.606912802e-11
66,28,1.2674531048655202e-09,-2.3216752179444003e-09,1.574301989e-11,1.573715857e-11
66,29,-3.75863324352347e-09,2.61315924968325e-09,1.775008834e-11,1.774694418e-11
66,30,2.8878866602186404e-09,-2.4849944761609102e-09,1.755555074e-11,1.754732543e-11
66,31,-3.04019783586408e-09,8.57286611075367e-10,1.955686773e-11,1.954811231e-11
66,32,-1.20647536395338e-09,4.78026406653242e-10,1.929821343e-11,1.930578783e-11
66,33,4.01237821543573e-10,-4.178200637312511e-09,2.126173768e-11,2.126681863e-11
66,34,-5.9211164273171e-10,1.6108147741459201e-09,2.128933408e-11,2.12922045e-11
66,35,2.4526658752843002e-09,-1.87364836068364e-09,2.335234943e-11,2.334930153e-11
66,36,-1.30506240942725e-09,-1.95052669682757e-09,2.356007649e-11,2.353737165e-11
66,37,5.64506644848662e-10,2.3399427950651903e-09,2.566761006e-11,2.567530291e-11
66,38,5.327663844935481e-10,3.5159616355372102e-09,2.614737771e-11,2.614435207e-11
66,39,-5.08599021999219e-10,5.033888031889251e-09,2.839014975e-11,2.838718122e-11
66,40,-2.8611441616776602e-09,-3.2047087400848203e-09,2.912217386e-11,2.909476784e-11
66,41,-1.69062243390694e-09,3.09626730576294e-09,3.141577925e-11,3.140264388e-11
66,42,-3.4733635760095603e-09,-3.6312511628364102e-09,3.242724601e-11,3.242673744e-11
66,43,6.26413138237116e-10,-2.63801463156178e-09,3.448138057e-11,3.446483695e-11
66,44,1.8503990943075003e-09,-4.512987372132171e-09,3.570767745e-11,3.572792339e-11
66,45,2.78634653478636e-10,-9.64352600850873e-10,3.733664855e-11,3.737638202e-11
66,46,4.73285620225112e-10,-2.9400462104110503e-09,3.935688331e-11,3.940507121e-11
66,47,3.655540344771e-09,-9.57566178263325e-10,3.973882174e-11,3.978068475e-11
66,48,4.91376810899071e-09,4.85431310361885e-10,4.27217622e-11,4.273783469e-11
66,49,1.16970094609093e-09,2.5514238718567603e-09,4.166358949e-11,4.165872339e-11
